id;street_name;street_name_ua;number
9;Абрикосовая;Абрикосова;1
10;Абрикосовая;Абрикосова;1/1
11;Абрикосовая;Абрикосова;1/2
12;Абрикосовая;Абрикосова;1/3
13;Абрикосовая;Абрикосова;3
14;Абрикосовая;Абрикосова;4
15;Абрикосовая;Абрикосова;5
16;Абрикосовая;Абрикосова;6
17;Абрикосовая;Абрикосова;7
18;Абрикосовая;Абрикосова;8
19;Абрикосовая;Абрикосова;9
20;Абрикосовая;Абрикосова;10
21;Абрикосовая;Абрикосова;11
22;Абрикосовая;Абрикосова;12
23;Абрикосовая;Абрикосова;13
24;Абрикосовая;Абрикосова;14
25;Абрикосовая;Абрикосова;15
26;Абрикосовая;Абрикосова;16
27;Абрикосовая;Абрикосова;17
28;Абрикосовая;Абрикосова;18
29;Абрикосовая;Абрикосова;19
30;Абрикосовая;Абрикосова;21
31;Абрикосовая;Абрикосова;23
32;Абрикосовая;Абрикосова;25
33;Абрикосовая;Абрикосова;27
34;Абрикосовая;Абрикосова;29
35;Абрикосовая;Абрикосова;31
36;Абрикосовая;Абрикосова;33
37;Абрикосовая;Абрикосова;35
38;Абрикосовая;Абрикосова;37
39;Абрикосовая;Абрикосова;39
40;Абрикосовая;Абрикосова;41
41;Абрикосовая;Абрикосова;43
42;Абрикосовая;Абрикосова;45
43;Абрикосовая;Абрикосова;47
44;Абрикосовая;Абрикосова;49
45;Абрикосовая;Абрикосова;51
46;Абрикосовая;Абрикосова;55
47;Абрикосовая;Абрикосова;57
48;Абрикосовая;Абрикосова;61
49;Абрикосовая;Абрикосова;65
50;Абрикосовая;Абрикосова;69
51;Абрикосовая;Абрикосова;71
52;Абрикосовая;Абрикосова;75
53;Абрикосовая;Абрикосова;77
54;Абрикосовая;Абрикосова;87
55;Абрикосовая;Абрикосова;87а
56;Абрикосовая;Абрикосова;89
57;Абрикосовая;Абрикосова;91
58;Абрикосовая;Абрикосова;93
59;Абрикосовая;Абрикосова;95
60;Абрикосовая;Абрикосова;97
61;Абрикосовая;Абрикосова;97а
62;Абрикосовая;Абрикосова;99
63;Абрикосовая;Абрикосова;101
64;Абрикосовая;Абрикосова;103
65;Абрикосовая;Абрикосова;105
66;Абрикосовая;Абрикосова;105а
67;Абрикосовая;Абрикосова;107
235;Абрикосовая (7-й км);Абрикосова (7-й км);1
236;Абрикосовая (7-й км);Абрикосова (7-й км);2
237;Абрикосовая (7-й км);Абрикосова (7-й км);3
238;Абрикосовая (7-й км);Абрикосова (7-й км);4
239;Абрикосовая (7-й км);Абрикосова (7-й км);5
240;Абрикосовая (7-й км);Абрикосова (7-й км);6
241;Абрикосовая (7-й км);Абрикосова (7-й км);7
242;Абрикосовая (7-й км);Абрикосова (7-й км);8
243;Абрикосовая (7-й км);Абрикосова (7-й км);9
244;Абрикосовая (7-й км);Абрикосова (7-й км);10
245;Абрикосовая (7-й км);Абрикосова (7-й км);11
246;Абрикосовая (7-й км);Абрикосова (7-й км);12
247;Абрикосовый переулок;Абрикосовий провулок;3
248;Абрикосовый переулок;Абрикосовий провулок;7
249;Абрикосовый переулок;Абрикосовий провулок;13
250;Абрикосовый переулок;Абрикосовий провулок;15
251;Абрикосовый переулок;Абрикосовий провулок;17
252;Абрикосовый переулок;Абрикосовий провулок;19
253;Абрикосовый переулок;Абрикосовий провулок;21
254;Абрикосовый переулок;Абрикосовий провулок;25
255;Абрикосовый переулок;Абрикосовий провулок;27
256;Абрикосовый переулок;Абрикосовий провулок;29
257;Авангардная;Авангардна;1
258;Авангардная;Авангардна;2
259;Авангардная;Авангардна;3
260;Авангардная;Авангардна;4
261;Авангардная;Авангардна;5
262;Авангардная;Авангардна;6
263;Авангардная;Авангардна;7
264;Авангардная;Авангардна;8
265;Авангардная;Авангардна;9
266;Авангардная;Авангардна;10
267;Авангардная;Авангардна;11
268;Авангардная;Авангардна;12
269;Авангардная;Авангардна;13
270;Авангардная;Авангардна;14
271;Авангардная;Авангардна;15
272;Авангардная;Авангардна;16
273;Авангардная;Авангардна;17
274;Авангардная;Авангардна;18
275;Авангардная;Авангардна;19
276;Авангардная;Авангардна;20
277;Авангардная;Авангардна;21
278;Авангардная;Авангардна;22
279;Авангардная;Авангардна;23
280;Авангардная;Авангардна;24
281;Авангардная;Авангардна;25
282;Авангардная;Авангардна;26
283;Авангардная;Авангардна;27
284;Авангардная;Авангардна;28
285;Авангардная;Авангардна;29
286;Авангардная;Авангардна;30
287;Авангардная;Авангардна;31
288;Авангардная (7-й км);Авангардна (7-й км);5
289;Авангардная (7-й км);Авангардна (7-й км);7
290;Авангардная (7-й км);Авангардна (7-й км);8
291;Авангардная (7-й км);Авангардна (7-й км);9
292;Авангардная (7-й км);Авангардна (7-й км);10
293;Авангардная (7-й км);Авангардна (7-й км);12
294;Авангардная (7-й км);Авангардна (7-й км);14
295;Авангардная (7-й км);Авангардна (7-й км);16
296;Авангардная (7-й км);Авангардна (7-й км);18
346;Авдеева-Черноморского;Авдєєва-Чорноморського;1
347;Авдеева-Черноморского;Авдєєва-Чорноморського;1а
348;Авдеева-Черноморского;Авдєєва-Чорноморського;1Б
349;Авдеева-Черноморского;Авдєєва-Чорноморського;2Б
350;Авдеева-Черноморского;Авдєєва-Чорноморського;3в
351;Авдеева-Черноморского;Авдєєва-Чорноморського;4
352;Авдеева-Черноморского;Авдєєва-Чорноморського;4а
353;Авдеева-Черноморского;Авдєєва-Чорноморського;4Б
354;Авдеева-Черноморского;Авдєєва-Чорноморського;4в
355;Авдеева-Черноморского;Авдєєва-Чорноморського;4/1
356;Авдеева-Черноморского;Авдєєва-Чорноморського;5
357;Авдеева-Черноморского;Авдєєва-Чорноморського;6а
358;Авдеева-Черноморского;Авдєєва-Чорноморського;6/1
359;Авдеева-Черноморского;Авдєєва-Чорноморського;6/4
360;Авдеева-Черноморского;Авдєєва-Чорноморського;7
361;Авдеева-Черноморского;Авдєєва-Чорноморського;7 к1
362;Авдеева-Черноморского;Авдєєва-Чорноморського;7 к2
363;Авдеева-Черноморского;Авдєєва-Чорноморського;7 к3
364;Авдеева-Черноморского;Авдєєва-Чорноморського;7 к4
365;Авдеева-Черноморского;Авдєєва-Чорноморського;7 к5
366;Авдеева-Черноморского;Авдєєва-Чорноморського;7 к6
367;Авдеева-Черноморского;Авдєєва-Чорноморського;7 к7
368;Авдеева-Черноморского;Авдєєва-Чорноморського;8
369;Авдеева-Черноморского;Авдєєва-Чорноморського;8а
370;Авдеева-Черноморского;Авдєєва-Чорноморського;8в
371;Авдеева-Черноморского;Авдєєва-Чорноморського;8/2
372;Авдеева-Черноморского;Авдєєва-Чорноморського;8/4
373;Авдеева-Черноморского;Авдєєва-Чорноморського;8/7
374;Авдеева-Черноморского;Авдєєва-Чорноморського;8/8
375;Авдеева-Черноморского;Авдєєва-Чорноморського;8/10
376;Авдеева-Черноморского;Авдєєва-Чорноморського;9
377;Авдеева-Черноморского;Авдєєва-Чорноморського;9/1
378;Авдеева-Черноморского;Авдєєва-Чорноморського;9/2
379;Авдеева-Черноморского;Авдєєва-Чорноморського;9/3
380;Авдеева-Черноморского;Авдєєва-Чорноморського;9/4
381;Авдеева-Черноморского;Авдєєва-Чорноморського;9/5
382;Авдеева-Черноморского;Авдєєва-Чорноморського;9/6
383;Авдеева-Черноморского;Авдєєва-Чорноморського;9/8
384;Авдеева-Черноморского;Авдєєва-Чорноморського;11
385;Авдеева-Черноморского;Авдєєва-Чорноморського;11а
386;Авдеева-Черноморского;Авдєєва-Чорноморського;11Б
387;Авдеева-Черноморского;Авдєєва-Чорноморського;12
388;Авдеева-Черноморского;Авдєєва-Чорноморського;12а
389;Авдеева-Черноморского;Авдєєва-Чорноморського;13
390;Авдеева-Черноморского;Авдєєва-Чорноморського;13а
391;Авдеева-Черноморского;Авдєєва-Чорноморського;14
392;Авдеева-Черноморского;Авдєєва-Чорноморського;16
393;Авдеева-Черноморского;Авдєєва-Чорноморського;17
394;Авдеева-Черноморского;Авдєєва-Чорноморського;17а
395;Авдеева-Черноморского;Авдєєва-Чорноморського;17Б
396;Авдеева-Черноморского;Авдєєва-Чорноморського;17в
397;Авдеева-Черноморского;Авдєєва-Чорноморського;17г
398;Авдеева-Черноморского;Авдєєва-Чорноморського;18
399;Авдеева-Черноморского;Авдєєва-Чорноморського;19
400;Авдеева-Черноморского;Авдєєва-Чорноморського;19/1
401;Авдеева-Черноморского;Авдєєва-Чорноморського;19/2
402;Авдеева-Черноморского;Авдєєва-Чорноморського;19/3
403;Авдеева-Черноморского;Авдєєва-Чорноморського;19/4
404;Авдеева-Черноморского;Авдєєва-Чорноморського;19/5
405;Авдеева-Черноморского;Авдєєва-Чорноморського;19/6
406;Авдеева-Черноморского;Авдєєва-Чорноморського;19/7
407;Авдеева-Черноморского;Авдєєва-Чорноморського;19/8
408;Авдеева-Черноморского;Авдєєва-Чорноморського;19/9
409;Авдеева-Черноморского;Авдєєва-Чорноморського;21
410;Авдеева-Черноморского;Авдєєва-Чорноморського;22
411;Авдеева-Черноморского;Авдєєва-Чорноморського;23
412;Авдеева-Черноморского;Авдєєва-Чорноморського;23 к1
413;Авдеева-Черноморского;Авдєєва-Чорноморського;23 к2
414;Авдеева-Черноморского;Авдєєва-Чорноморського;23 к3
415;Авдеева-Черноморского;Авдєєва-Чорноморського;24
416;Авдеева-Черноморского;Авдєєва-Чорноморського;24Б
417;Авдеева-Черноморского;Авдєєва-Чорноморського;24в
418;Авдеева-Черноморского;Авдєєва-Чорноморського;24г
419;Авдеева-Черноморского;Авдєєва-Чорноморського;24д
420;Авдеева-Черноморского;Авдєєва-Чорноморського;25
421;Авдеева-Черноморского;Авдєєва-Чорноморського;25а/1
422;Авдеева-Черноморского;Авдєєва-Чорноморського;25Б/1
423;Авдеева-Черноморского;Авдєєва-Чорноморського;25в/1
424;Авдеева-Черноморского;Авдєєва-Чорноморського;26
425;Авдеева-Черноморского;Авдєєва-Чорноморського;26а
426;Авдеева-Черноморского;Авдєєва-Чорноморського;26Б
427;Авдеева-Черноморского;Авдєєва-Чорноморського;27
428;Авдеева-Черноморского;Авдєєва-Чорноморського;27а/1
429;Авдеева-Черноморского;Авдєєва-Чорноморського;27Б
430;Авдеева-Черноморского;Авдєєва-Чорноморського;27Б/2
431;Авдеева-Черноморского;Авдєєва-Чорноморського;27в
432;Авдеева-Черноморского;Авдєєва-Чорноморського;27/1
433;Авдеева-Черноморского;Авдєєва-Чорноморського;28
434;Авдеева-Черноморского;Авдєєва-Чорноморського;28а
435;Авдеева-Черноморского;Авдєєва-Чорноморського;29
436;Авдеева-Черноморского;Авдєєва-Чорноморського;30
437;Авдеева-Черноморского;Авдєєва-Чорноморського;31
438;Авдеева-Черноморского;Авдєєва-Чорноморського;31а
439;Авдеева-Черноморского;Авдєєва-Чорноморського;31/1
440;Авдеева-Черноморского;Авдєєва-Чорноморського;32
441;Авдеева-Черноморского;Авдєєва-Чорноморського;33
442;Авдеева-Черноморского;Авдєєва-Чорноморського;34
443;Авдеева-Черноморского;Авдєєва-Чорноморського;35
444;Авдеева-Черноморского;Авдєєва-Чорноморського;36
445;Авдеева-Черноморского;Авдєєва-Чорноморського;37
446;Авдеева-Черноморского;Авдєєва-Чорноморського;39
447;Авдеева-Черноморского;Авдєєва-Чорноморського;39а
448;Авдеева-Черноморского;Авдєєва-Чорноморського;39Б
449;Авдеева-Черноморского;Авдєєва-Чорноморського;39в
450;Авдеева-Черноморского;Авдєєва-Чорноморського;39г
451;Авдеева-Черноморского;Авдєєва-Чорноморського;40
452;Авдеева-Черноморского;Авдєєва-Чорноморського;41
453;Авдеева-Черноморского;Авдєєва-Чорноморського;42
454;Авдеева-Черноморского;Авдєєва-Чорноморського;43
455;Авдеева-Черноморского;Авдєєва-Чорноморського;44
456;Авдеева-Черноморского;Авдєєва-Чорноморського;45
457;Авдеева-Черноморского;Авдєєва-Чорноморського;47
458;Авдеева-Черноморского;Авдєєва-Чорноморського;48
459;Авдеева-Черноморского;Авдєєва-Чорноморського;48а
460;Авдеева-Черноморского;Авдєєва-Чорноморського;48Б
461;Авдеева-Черноморского;Авдєєва-Чорноморського;48в
462;Авдеева-Черноморского;Авдєєва-Чорноморського;48г
463;Авдеева-Черноморского;Авдєєва-Чорноморського;48д
464;Авдеева-Черноморского;Авдєєва-Чорноморського;48е
465;Авдеева-Черноморского;Авдєєва-Чорноморського;48ж
466;Авдеева-Черноморского;Авдєєва-Чорноморського;48з
467;Авдеева-Черноморского;Авдєєва-Чорноморського;49
468;Авдеева-Черноморского;Авдєєва-Чорноморського;50
469;Авдеева-Черноморского;Авдєєва-Чорноморського;50а
470;Авдеева-Черноморского;Авдєєва-Чорноморського;50Б
471;Авдеева-Черноморского;Авдєєва-Чорноморського;50в
472;Авдеева-Черноморского;Авдєєва-Чорноморського;50г
473;Авдеева-Черноморского;Авдєєва-Чорноморського;51
474;Авдеева-Черноморского;Авдєєва-Чорноморського;52
475;Авдеева-Черноморского;Авдєєва-Чорноморського;52а
476;Авдеева-Черноморского;Авдєєва-Чорноморського;52Б
477;Авдеева-Черноморского;Авдєєва-Чорноморського;52в
478;Авдеева-Черноморского;Авдєєва-Чорноморського;53
479;Авдеева-Черноморского;Авдєєва-Чорноморського;54
480;Авдеева-Черноморского;Авдєєва-Чорноморського;54а
481;Авдеева-Черноморского;Авдєєва-Чорноморського;54Б
482;Авдеева-Черноморского;Авдєєва-Чорноморського;54в
483;Авдеева-Черноморского;Авдєєва-Чорноморського;54г
484;Авдеева-Черноморского;Авдєєва-Чорноморського;55
485;Авдеева-Черноморского;Авдєєва-Чорноморського;55а
486;Авдеева-Черноморского;Авдєєва-Чорноморського;55Б
487;Авдеева-Черноморского;Авдєєва-Чорноморського;56
488;Авдеева-Черноморского;Авдєєва-Чорноморського;57
489;Авдеева-Черноморского;Авдєєва-Чорноморського;57а
490;Авдеева-Черноморского;Авдєєва-Чорноморського;58
491;Авдеева-Черноморского;Авдєєва-Чорноморського;58а
492;Авдеева-Черноморского;Авдєєва-Чорноморського;59
493;Авдеева-Черноморского;Авдєєва-Чорноморського;59а
494;Авдеева-Черноморского;Авдєєва-Чорноморського;59Б
495;Авдеева-Черноморского;Авдєєва-Чорноморського;60
496;Авдеева-Черноморского;Авдєєва-Чорноморського;60а
497;Авдеева-Черноморского;Авдєєва-Чорноморського;61
498;Авдеева-Черноморского;Авдєєва-Чорноморського;61/1
499;Авдеева-Черноморского;Авдєєва-Чорноморського;62
500;Авдеева-Черноморского;Авдєєва-Чорноморського;62а
501;Авдеева-Черноморского;Авдєєва-Чорноморського;63
502;Авдеева-Черноморского;Авдєєва-Чорноморського;64
503;Авдеева-Черноморского;Авдєєва-Чорноморського;64/1
504;Авдеева-Черноморского;Авдєєва-Чорноморського;65
505;Авдеева-Черноморского;Авдєєва-Чорноморського;65а
506;Авдеева-Черноморского;Авдєєва-Чорноморського;65Б
507;Авдеева-Черноморского;Авдєєва-Чорноморського;65в
508;Авдеева-Черноморского;Авдєєва-Чорноморського;66
509;Авдеева-Черноморского;Авдєєва-Чорноморського;66а
510;Авдеева-Черноморского;Авдєєва-Чорноморського;67
511;Авдеева-Черноморского;Авдєєва-Чорноморського;68
512;Авдеева-Черноморского;Авдєєва-Чорноморського;69
513;Авдеева-Черноморского;Авдєєва-Чорноморського;70
514;Авдеева-Черноморского;Авдєєва-Чорноморського;71
515;Авдеева-Черноморского;Авдєєва-Чорноморського;72
516;Авдеева-Черноморского;Авдєєва-Чорноморського;73
517;Авдеева-Черноморского;Авдєєва-Чорноморського;74
518;Авдеева-Черноморского;Авдєєва-Чорноморського;74а
519;Авдеева-Черноморского;Авдєєва-Чорноморського;75
520;Авдеева-Черноморского;Авдєєва-Чорноморського;76
521;Авдеева-Черноморского;Авдєєва-Чорноморського;77
522;Авдеева-Черноморского;Авдєєва-Чорноморського;78
523;Авдеева-Черноморского;Авдєєва-Чорноморського;79
524;Авдеева-Черноморского;Авдєєва-Чорноморського;79а
525;Авдеева-Черноморского;Авдєєва-Чорноморського;79Б
526;Авдеева-Черноморского;Авдєєва-Чорноморського;79в
527;Авдеева-Черноморского;Авдєєва-Чорноморського;81
528;Авдеева-Черноморского;Авдєєва-Чорноморського;82
529;Авдеева-Черноморского;Авдєєва-Чорноморського;83
530;Авдеева-Черноморского;Авдєєва-Чорноморського;83Б
531;Авдеева-Черноморского;Авдєєва-Чорноморського;84
532;Авдеева-Черноморского;Авдєєва-Чорноморського;85
533;Авдеева-Черноморского;Авдєєва-Чорноморського;86
534;Авдеева-Черноморского;Авдєєва-Чорноморського;87
535;Авдеева-Черноморского;Авдєєва-Чорноморського;88
536;Авдеева-Черноморского;Авдєєва-Чорноморського;89
537;Авдеева-Черноморского;Авдєєва-Чорноморського;90
538;Авдеева-Черноморского;Авдєєва-Чорноморського;91
539;Авдеева-Черноморского;Авдєєва-Чорноморського;92
540;Авдеева-Черноморского;Авдєєва-Чорноморського;93
541;Авдеева-Черноморского;Авдєєва-Чорноморського;94
542;Авдеева-Черноморского;Авдєєва-Чорноморського;95
543;Авдеева-Черноморского;Авдєєва-Чорноморського;96
544;Авдеева-Черноморского;Авдєєва-Чорноморського;96а
545;Авдеева-Черноморского;Авдєєва-Чорноморського;97
546;Авдеева-Черноморского;Авдєєва-Чорноморського;98
547;Авдеева-Черноморского;Авдєєва-Чорноморського;99
548;Авдеева-Черноморского;Авдєєва-Чорноморського;99а
549;Авдеева-Черноморского;Авдєєва-Чорноморського;100
550;Авдеева-Черноморского;Авдєєва-Чорноморського;100а
551;Авдеева-Черноморского;Авдєєва-Чорноморського;100Б
552;Авдеева-Черноморского;Авдєєва-Чорноморського;101
553;Авдеева-Черноморского;Авдєєва-Чорноморського;102
554;Авдеева-Черноморского;Авдєєва-Чорноморського;103
555;Авдеева-Черноморского;Авдєєва-Чорноморського;103а
556;Авдеева-Черноморского;Авдєєва-Чорноморського;103Б
557;Авдеева-Черноморского;Авдєєва-Чорноморського;104
558;Авдеева-Черноморского;Авдєєва-Чорноморського;105
559;Авдеева-Черноморского;Авдєєва-Чорноморського;105а
560;Авдеева-Черноморского;Авдєєва-Чорноморського;106
561;Авдеева-Черноморского;Авдєєва-Чорноморського;106а
562;Авдеева-Черноморского;Авдєєва-Чорноморського;106Б
563;Авдеева-Черноморского;Авдєєва-Чорноморського;106в
564;Авдеева-Черноморского;Авдєєва-Чорноморського;106г
565;Авдеева-Черноморского;Авдєєва-Чорноморського;106д
566;Авдеева-Черноморского;Авдєєва-Чорноморського;106е
567;Авдеева-Черноморского;Авдєєва-Чорноморського;107
568;Авдеева-Черноморского;Авдєєва-Чорноморського;107а
569;Авдеева-Черноморского;Авдєєва-Чорноморського;107Б
570;Авдеева-Черноморского;Авдєєва-Чорноморського;108
571;Авдеева-Черноморского;Авдєєва-Чорноморського;108а
572;Авдеева-Черноморского;Авдєєва-Чорноморського;108в
573;Авдеева-Черноморского;Авдєєва-Чорноморського;108г
574;Авдеева-Черноморского;Авдєєва-Чорноморського;109
575;Авдеева-Черноморского;Авдєєва-Чорноморського;109а
576;Авдеева-Черноморского;Авдєєва-Чорноморського;110
577;Авдеева-Черноморского;Авдєєва-Чорноморського;111
578;Авдеева-Черноморского;Авдєєва-Чорноморського;112
579;Авдеева-Черноморского;Авдєєва-Чорноморського;113
580;Авдеева-Черноморского;Авдєєва-Чорноморського;113а
581;Авдеева-Черноморского;Авдєєва-Чорноморського;114
582;Авдеева-Черноморского;Авдєєва-Чорноморського;115
583;Авдеева-Черноморского;Авдєєва-Чорноморського;115а
584;Авдеева-Черноморского;Авдєєва-Чорноморського;116
585;Авдеева-Черноморского;Авдєєва-Чорноморського;117
586;Авдеева-Черноморского;Авдєєва-Чорноморського;118
587;Авдеева-Черноморского;Авдєєва-Чорноморського;119
588;Авдеева-Черноморского;Авдєєва-Чорноморського;120
589;Авдеева-Черноморского;Авдєєва-Чорноморського;121
590;Авдеева-Черноморского;Авдєєва-Чорноморського;121а
591;Авдеева-Черноморского;Авдєєва-Чорноморського;122
592;Авдеева-Черноморского;Авдєєва-Чорноморського;122а
593;Авдеева-Черноморского;Авдєєва-Чорноморського;122Б
594;Авдеева-Черноморского;Авдєєва-Чорноморського;122в
595;Авдеева-Черноморского;Авдєєва-Чорноморського;122г
596;Авдеева-Черноморского;Авдєєва-Чорноморського;123
597;Авдеева-Черноморского;Авдєєва-Чорноморського;124
598;Авдеева-Черноморского;Авдєєва-Чорноморського;125
599;Авдеева-Черноморского;Авдєєва-Чорноморського;125а
600;Авдеева-Черноморского;Авдєєва-Чорноморського;125Б
601;Авдеева-Черноморского;Авдєєва-Чорноморського;126
602;Авдеева-Черноморского;Авдєєва-Чорноморського;126а
603;Авдеева-Черноморского;Авдєєва-Чорноморського;126Б
604;Авдеева-Черноморского;Авдєєва-Чорноморського;127
605;Авдеева-Черноморского;Авдєєва-Чорноморського;129
606;Авдеева-Черноморского;Авдєєва-Чорноморського;129а
607;Авдеева-Черноморского;Авдєєва-Чорноморського;131
608;Авдеева-Черноморского;Авдєєва-Чорноморського;131а
609;Авдеева-Черноморского;Авдєєва-Чорноморського;133
610;Авдеева-Черноморского;Авдєєва-Чорноморського;135
611;Авдеева-Черноморского;Авдєєва-Чорноморського;137
612;Авдеева-Черноморского;Авдєєва-Чорноморського;137а
613;Авдеева-Черноморского;Авдєєва-Чорноморського;139
614;Авдеева-Черноморского;Авдєєва-Чорноморського;139а
615;Авдеева-Черноморского;Авдєєва-Чорноморського;141
616;Авдеева-Черноморского;Авдєєва-Чорноморського;143
617;Авдеева-Черноморского;Авдєєва-Чорноморського;143а
618;Авдеева-Черноморского;Авдєєва-Чорноморського;145
619;Авдеева-Черноморского;Авдєєва-Чорноморського;145а
620;Авдеева-Черноморского;Авдєєва-Чорноморського;145Б
621;Авдеева-Черноморского;Авдєєва-Чорноморського;147
622;Авдеева-Черноморского;Авдєєва-Чорноморського;147а
623;Авдеева-Черноморского;Авдєєва-Чорноморського;147Б
624;Авдеева-Черноморского;Авдєєва-Чорноморського;149
625;Авдеева-Черноморского;Авдєєва-Чорноморського;149а
626;Авдеева-Черноморского;Авдєєва-Чорноморського;151
627;Авдеева-Черноморского;Авдєєва-Чорноморського;153
628;Авдеева-Черноморского;Авдєєва-Чорноморського;153а
629;Авдеева-Черноморского;Авдєєва-Чорноморського;153Б
630;Авдеева-Черноморского;Авдєєва-Чорноморського;155
631;Авдеева-Черноморского;Авдєєва-Чорноморського;157
632;Авдеева-Черноморского;Авдєєва-Чорноморського;159
633;Авдеева-Черноморского;Авдєєва-Чорноморського;161
634;Авдеева-Черноморского;Авдєєва-Чорноморського;161а
635;Авиаторов;Авіаторів;2
636;Авиаторов;Авіаторів;4
637;Авиаторов;Авіаторів;5
638;Авиаторов;Авіаторів;6
639;Авиаторов;Авіаторів;7
640;Авиаторов;Авіаторів;7а
641;Авиаторов;Авіаторів;9
642;Авиаторов;Авіаторів;11
643;Авиаторов;Авіаторів;13
644;Авиаторов;Авіаторів;15
645;Авиаторов;Авіаторів;17
647;Авиационная;Авіаційна;1
648;Авиационная;Авіаційна;18
649;Авиационная;Авіаційна;46
650;Авиационная;Авіаційна;46а
651;Авиационная;Авіаційна;46Б
652;Авиационная;Авіаційна;48
653;Авиационная;Авіаційна;50
654;Авиационная;Авіаційна;52
655;Авиационная;Авіаційна;54
656;Авиационная;Авіаційна;56
657;Авиационная;Авіаційна;58
658;Аграрная;Аграрна;2
659;Аграрная;Аграрна;3
660;Аграрная;Аграрна;5
661;Аграрная;Аграрна;6
662;Аграрная;Аграрна;8
663;Аграрная;Аграрна;9
664;Аграрная;Аграрна;11
665;Аграрная;Аграрна;12
666;Аграрная;Аграрна;14
667;Аграрная;Аграрна;18
668;Аграрная;Аграрна;21
685;Агрономическая;Агрономічна;1
686;Агрономическая;Агрономічна;1 к1
687;Агрономическая;Агрономічна;1 к2
688;Агрономическая;Агрономічна;1 к3
689;Агрономическая;Агрономічна;1 к4
690;Агрономическая;Агрономічна;1а
691;Агрономическая;Агрономічна;3
692;Агрономическая;Агрономічна;5
693;Агрономическая;Агрономічна;6
694;Агрономическая;Агрономічна;7
695;Агрономическая;Агрономічна;9
696;Агрономическая;Агрономічна;9а
697;Агрономическая;Агрономічна;9Б
698;Агрономическая;Агрономічна;10
699;Агрономическая;Агрономічна;11
700;Агрономическая;Агрономічна;12
701;Агрономическая;Агрономічна;13
702;Агрономическая;Агрономічна;15
703;Агрономическая;Агрономічна;17
704;Агрономическая;Агрономічна;19
705;Агрономическая;Агрономічна;21
706;Агрономическая;Агрономічна;22
707;Агрономическая;Агрономічна;23
708;Агрономическая;Агрономічна;23а
709;Агрономическая;Агрономічна;23Б
710;Агрономическая;Агрономічна;24
711;Агрономическая;Агрономічна;24а
712;Агрономическая;Агрономічна;24Б
713;Агрономическая;Агрономічна;25
714;Агрономическая;Агрономічна;25а
715;Агрономическая;Агрономічна;25Б
716;Агрономическая;Агрономічна;26
717;Агрономическая;Агрономічна;27
718;Агрономическая;Агрономічна;27а
719;Агрономическая;Агрономічна;28
720;Агрономическая;Агрономічна;29
721;Агрономическая;Агрономічна;29а
722;Агрономическая;Агрономічна;29Б
723;Агрономическая;Агрономічна;29Б вл2
724;Агрономическая;Агрономічна;29в
725;Агрономическая;Агрономічна;31
726;Агрономическая;Агрономічна;31а
727;Агрономическая;Агрономічна;31Б
728;Агрономическая;Агрономічна;31в
729;Агрономическая;Агрономічна;33
730;Агрономическая;Агрономічна;35
731;Агрономическая;Агрономічна;37
732;Агрономическая;Агрономічна;37а
733;Агрономическая;Агрономічна;39
734;Агрономическая;Агрономічна;41
735;Агрономическая;Агрономічна;43
736;Агрономическая;Агрономічна;43а
737;Агрономическая;Агрономічна;43Б
738;Агрономическая;Агрономічна;44
739;Агрономическая;Агрономічна;45
740;Агрономическая;Агрономічна;47
741;Агрономическая;Агрономічна;47а
742;Агрономическая;Агрономічна;49
743;Агрономическая;Агрономічна;51
744;Агрономическая;Агрономічна;53
745;Агрономическая;Агрономічна;54
746;Агрономическая;Агрономічна;55
747;Агрономическая;Агрономічна;56
748;Агрономическая;Агрономічна;56а
749;Агрономическая;Агрономічна;57
750;Агрономическая;Агрономічна;59
751;Агрономическая;Агрономічна;61
752;Агрономическая;Агрономічна;61а
753;Агрономическая;Агрономічна;61Б
754;Агрономическая;Агрономічна;61/2
755;Агрономическая;Агрономічна;61/3
756;Агрономическая;Агрономічна;71
757;Агрономическая;Агрономічна;102
758;Агрономическая;Агрономічна;104
759;Агрономическая;Агрономічна;106
760;Агрономическая;Агрономічна;116
761;Агрономическая;Агрономічна;117а
762;Агрономическая;Агрономічна;118
763;Агрономическая;Агрономічна;118а
764;Агрономическая;Агрономічна;118д
765;Агрономическая;Агрономічна;118/1
766;Агрономическая;Агрономічна;118/2
767;Агрономическая;Агрономічна;119а
768;Агрономическая;Агрономічна;120
769;Агрономическая;Агрономічна;121
770;Агрономическая;Агрономічна;122в
771;Агрономическая;Агрономічна;124
772;Агрономическая;Агрономічна;127
773;Агрономическая;Агрономічна;132
774;Агрономическая;Агрономічна;134
775;Агрономическая;Агрономічна;140
776;Агрономическая;Агрономічна;147
777;Агрономическая;Агрономічна;149
778;Агрономическая;Агрономічна;151
779;Агрономическая;Агрономічна;153
780;Агрономическая;Агрономічна;157
781;Агрономическая;Агрономічна;159
782;Агрономическая;Агрономічна;161
783;Агрономическая;Агрономічна;167
784;Агрономическая;Агрономічна;170
785;Агрономическая;Агрономічна;171
786;Агрономическая;Агрономічна;173
787;Агрономическая;Агрономічна;173/2
788;Агрономическая;Агрономічна;174
789;Агрономическая;Агрономічна;176
790;Агрономическая;Агрономічна;183Б
791;Агрономическая;Агрономічна;196
792;Агрономическая;Агрономічна;200
793;Агрономическая;Агрономічна;201
