id;street_name;street_name_ua;number
10336;Воронцовский переулок;Воронцовський провулок;13
10523;Восточный 1-й переулок;Східний 1-й провулок;2
10524;Восточный 1-й переулок;Східний 1-й провулок;3
10525;Восточный 1-й переулок;Східний 1-й провулок;4
10526;Восточный 1-й переулок;Східний 1-й провулок;5
10527;Восточный 1-й переулок;Східний 1-й провулок;6
10528;Восточный 1-й переулок;Східний 1-й провулок;7
10529;Восточный 1-й переулок;Східний 1-й провулок;8
10530;Восточный 1-й переулок;Східний 1-й провулок;9
10531;Восточный 1-й переулок;Східний 1-й провулок;9а
10532;Восточный 1-й переулок;Східний 1-й провулок;10
10533;Восточный 1-й переулок;Східний 1-й провулок;10а
10534;Восточный 1-й переулок;Східний 1-й провулок;11
10535;Восточный 1-й переулок;Східний 1-й провулок;11а
10536;Восточный 1-й переулок;Східний 1-й провулок;12
10537;Восточный 1-й переулок;Східний 1-й провулок;13 вл1
10538;Восточный 1-й переулок;Східний 1-й провулок;13 вл2
10539;Восточный 1-й переулок;Східний 1-й провулок;14
10540;Восточный 1-й переулок;Східний 1-й провулок;14а
10541;Восточный 1-й переулок;Східний 1-й провулок;16
10542;Восточный 1-й переулок;Східний 1-й провулок;16а
10543;Восточный 1-й переулок;Східний 1-й провулок;18 вл1
10544;Восточный 1-й переулок;Східний 1-й провулок;18 вл2
10545;Восточный 2-й переулок;Східний 2-й провулок;1
10546;Восточный 2-й переулок;Східний 2-й провулок;3
10547;Восточный 2-й переулок;Східний 2-й провулок;4
10548;Восточный 2-й переулок;Східний 2-й провулок;5
10549;Восточный 2-й переулок;Східний 2-й провулок;6
10550;Восточный 2-й переулок;Східний 2-й провулок;7
10551;Восточный 2-й переулок;Східний 2-й провулок;8
10552;Восточный 2-й переулок;Східний 2-й провулок;9
10553;Восточный 2-й переулок;Східний 2-й провулок;9а
10554;Восточный 2-й переулок;Східний 2-й провулок;9а/1
10555;Восточный 2-й переулок;Східний 2-й провулок;9Б
10556;Восточный 2-й переулок;Східний 2-й провулок;9г
10557;Второй переулок Шестой улицы;Другий провулок Шостої вулиці;1
10558;Второй переулок Шестой улицы;Другий провулок Шостої вулиці;3а
10559;Второй переулок Шестой улицы;Другий провулок Шостої вулиці;4
10560;Второй переулок Шестой улицы;Другий провулок Шостої вулиці;5
10561;Второй переулок Шестой улицы;Другий провулок Шостої вулиці;6
10562;Второй переулок Шестой улицы;Другий провулок Шостої вулиці;7
10563;Второй переулок Шестой улицы;Другий провулок Шостої вулиці;8
10564;Выездная;Виїзна;2
10565;Выездная;Виїзна;2/1
10566;Выездная;Виїзна;3
10567;Выездная;Виїзна;3а
10568;Выездная;Виїзна;3Б
10569;Выездная;Виїзна;3в
10570;Выездная;Виїзна;3г
10571;Выездная;Виїзна;5
10572;Выездная;Виїзна;6/2
10573;Выездная;Виїзна;7
10574;Выездная;Виїзна;8
10575;Выездная;Виїзна;9
10576;Выездная;Виїзна;12
10577;Выездная;Виїзна;13
10578;Выездная;Виїзна;14
10579;Выездная;Виїзна;14а
10580;Выездная;Виїзна;15
10581;Выездная;Виїзна;17
10582;Выездная;Виїзна;18
10583;Выездная;Виїзна;19а
10584;Выездная;Виїзна;20
10585;Выездная;Виїзна;21
10586;Выездная;Виїзна;22
10587;Выездная;Виїзна;23
10588;Выездная;Виїзна;24
10589;Выездная;Виїзна;25
10590;Выездная;Виїзна;25а
10591;Выездная;Виїзна;26
10592;Выездная;Виїзна;26а
10593;Выездная;Виїзна;27
10594;Выездная;Виїзна;27а
10595;Выездная;Виїзна;28
10596;Выездная;Виїзна;32
10597;Выездная;Виїзна;34
10598;Выездная;Виїзна;34Б
10599;Выездная;Виїзна;38
10600;Выездная;Виїзна;38а
10601;Выездная;Виїзна;40
10602;Выездная;Виїзна;42
10603;Выездная;Виїзна;44
10604;Выездная;Виїзна;46
10605;Выездная;Виїзна;48
10606;Выездная;Виїзна;50
10607;Выездная;Виїзна;52
10608;Высокая;Висока;1
10609;Высокая;Висока;2
10610;Высокая;Висока;3
10611;Высокая;Висока;4
10612;Высокая;Висока;5
10613;Высокая;Висока;6
10614;Высокая;Висока;7
10615;Высокая;Висока;8
10616;Высокая;Висока;9
10617;Высокая;Висока;10
10618;Высокая;Висока;11
10619;Высокая;Висока;12
10620;Высокая;Висока;14
10621;Высокая;Висока;15
10622;Высокая;Висока;16
10623;Высокая;Висока;18
10624;Высокий переулок;Високий провулок;2
10625;Высокий переулок;Високий провулок;2/1 киоск
10626;Высокий переулок;Високий провулок;2/2 киоск
10627;Высокий переулок;Високий провулок;3
10628;Высокий переулок;Високий провулок;4
10629;Высокий переулок;Високий провулок;6
10630;Высокий переулок;Високий провулок;7
10631;Высокий переулок;Високий провулок;8
10632;Высокий переулок;Високий провулок;8а
10633;Высокий переулок;Високий провулок;9
10634;Высокий переулок;Високий провулок;9а
10635;Высокий переулок;Високий провулок;10
10636;Высокий переулок;Високий провулок;11
10637;Высокий переулок;Високий провулок;12/14
10638;Высокий переулок;Високий провулок;13
10639;Высокий переулок;Високий провулок;15
10640;Высокий переулок;Високий провулок;16
10641;Высокий переулок;Високий провулок;17
10642;Высокий переулок;Високий провулок;17/1
10643;Высокий переулок;Високий провулок;19
10644;Высокий переулок;Високий провулок;20
10645;Высокий переулок;Високий провулок;22
10646;Высокий переулок;Високий провулок;24
10647;Высокий переулок;Високий провулок;24а
10648;Высокий переулок;Високий провулок;24Б
10649;Высокий переулок;Високий провулок;24з
10650;Высокий переулок;Високий провулок;26
10651;Выставочная;Виставкова;2
10652;Выставочная;Виставкова;3
10653;Выставочная;Виставкова;4
10654;Выставочная;Виставкова;5
10655;Выставочная;Виставкова;6
10656;Выставочная;Виставкова;7
10657;Выставочная;Виставкова;8
10658;Выставочная;Виставкова;10
10659;Выставочная;Виставкова;11
10660;Выставочная;Виставкова;13
10661;Выставочная;Виставкова;14
10662;Выставочная;Виставкова;15
10663;Выставочная;Виставкова;16
10664;Выставочная;Виставкова;17
10665;Выставочная;Виставкова;18
10666;Выставочная;Виставкова;19
10667;Выставочная;Виставкова;20
10668;Выставочная;Виставкова;22
10669;Выставочная;Виставкова;24
10670;Выставочная;Виставкова;26
10671;Выставочная;Виставкова;26а
10672;Выставочная;Виставкова;28
10673;Выставочная;Виставкова;30
10674;Выставочная;Виставкова;32
10675;Выставочная;Виставкова;32а
10676;Вячеслава Черновола;В'ячеслава Чорновола;2
10677;Вячеслава Черновола;В'ячеслава Чорновола;3
10678;Вячеслава Черновола;В'ячеслава Чорновола;4
10679;Вячеслава Черновола;В'ячеслава Чорновола;5
10680;Вячеслава Черновола;В'ячеслава Чорновола;5а
10681;Вячеслава Черновола;В'ячеслава Чорновола;6
10682;Вячеслава Черновола;В'ячеслава Чорновола;7
10683;Вячеслава Черновола;В'ячеслава Чорновола;7а
10684;Вячеслава Черновола;В'ячеслава Чорновола;8
10685;Вячеслава Черновола;В'ячеслава Чорновола;9
10686;Вячеслава Черновола;В'ячеслава Чорновола;10
10687;Вячеслава Черновола;В'ячеслава Чорновола;11
10688;Вячеслава Черновола;В'ячеслава Чорновола;12
10689;Вячеслава Черновола;В'ячеслава Чорновола;13
10690;Вячеслава Черновола;В'ячеслава Чорновола;14
10691;Вячеслава Черновола;В'ячеслава Чорновола;15
10692;Вячеслава Черновола;В'ячеслава Чорновола;16
10693;Гаванная;Гаванна;1
10694;Гаванная;Гаванна;1а
10695;Гаванная;Гаванна;2
10696;Гаванная;Гаванна;3
10697;Гаванная;Гаванна;4
10698;Гаванная;Гаванна;5
10699;Гаванная;Гаванна;5а
10700;Гаванная;Гаванна;6
10701;Гаванная;Гаванна;7
10702;Гаванная;Гаванна;9
10703;Гаванная;Гаванна;9/1 киоск
10704;Гаванная;Гаванна;9/2 киоск
10705;Гаванная;Гаванна;10
10706;Гаванная;Гаванна;10/12
10707;Гаванная;Гаванна;11
10708;Гаванная;Гаванна;12
10709;Гаванная;Гаванна;13
10960;Гагарина переулок;Гагаріна провулок;1
10961;Гагарина переулок;Гагаріна провулок;1Б
10962;Гагарина переулок;Гагаріна провулок;2
10963;Гагарина переулок;Гагаріна провулок;3
10964;Гагарина переулок;Гагаріна провулок;3а вл1
10965;Гагарина переулок;Гагаріна провулок;3а вл2
10966;Гагарина переулок;Гагаріна провулок;4
10967;Гагарина переулок;Гагаріна провулок;4а
10968;Гагарина переулок;Гагаріна провулок;5
10969;Гагарина переулок;Гагаріна провулок;6
10970;Гагарина переулок;Гагаріна провулок;8
10971;Гагарина переулок;Гагаріна провулок;8а
10972;Гагарина переулок;Гагаріна провулок;9 вл1
10973;Гагарина переулок;Гагаріна провулок;9 вл2
10974;Гагарина переулок;Гагаріна провулок;9Б
10975;Гагарина переулок;Гагаріна провулок;10
10976;Гагарина переулок;Гагаріна провулок;11 вл1
10977;Гагарина переулок;Гагаріна провулок;11 вл2
10978;Гагарина переулок;Гагаріна провулок;11а вл2
10979;Гагарина переулок;Гагаріна провулок;12
10980;Гагарина переулок;Гагаріна провулок;12а
10981;Гагарина переулок;Гагаріна провулок;12Б
10982;Гагарина переулок;Гагаріна провулок;12в
10983;Гагарина переулок;Гагаріна провулок;12г
10984;Гагарина переулок;Гагаріна провулок;13
10985;Гагарина переулок;Гагаріна провулок;13а
10986;Гагарина переулок;Гагаріна провулок;14
10987;Гагарина переулок;Гагаріна провулок;14а
10988;Гагарина переулок;Гагаріна провулок;15
10989;Гагарина переулок;Гагаріна провулок;15/1
10990;Гагарина переулок;Гагаріна провулок;15/2
10991;Гагарина переулок;Гагаріна провулок;16
10992;Гагарина переулок;Гагаріна провулок;17
10993;Гагарина переулок;Гагаріна провулок;17а
10994;Гагарина переулок;Гагаріна провулок;18
10995;Гагарина переулок;Гагаріна провулок;19
10996;Гагарина переулок;Гагаріна провулок;19а
10997;Гагарина переулок;Гагаріна провулок;20
10998;Гагарина переулок;Гагаріна провулок;20 дом
10999;Гагарина переулок;Гагаріна провулок;21
11000;Гагарина переулок;Гагаріна провулок;23
11001;Гагарина переулок;Гагаріна провулок;25
11013;Гагарина проспект;Гагаріна проспект;2
11014;Гагарина проспект;Гагаріна проспект;3
11015;Гагарина проспект;Гагаріна проспект;4
11016;Гагарина проспект;Гагаріна проспект;6
11017;Гагарина проспект;Гагаріна проспект;6а
11018;Гагарина проспект;Гагаріна проспект;7
11019;Гагарина проспект;Гагаріна проспект;7 дом
11020;Гагарина проспект;Гагаріна проспект;8
11021;Гагарина проспект;Гагаріна проспект;8а
11022;Гагарина проспект;Гагаріна проспект;9
11023;Гагарина проспект;Гагаріна проспект;9а
11024;Гагарина проспект;Гагаріна проспект;10
11025;Гагарина проспект;Гагаріна проспект;10а
11026;Гагарина проспект;Гагаріна проспект;10з
11027;Гагарина проспект;Гагаріна проспект;11
11028;Гагарина проспект;Гагаріна проспект;11 киоск
11029;Гагарина проспект;Гагаріна проспект;12
11030;Гагарина проспект;Гагаріна проспект;12а
11031;Гагарина проспект;Гагаріна проспект;13
11032;Гагарина проспект;Гагаріна проспект;13 киоск
11033;Гагарина проспект;Гагаріна проспект;13а
11034;Гагарина проспект;Гагаріна проспект;13а к1
11035;Гагарина проспект;Гагаріна проспект;14
11036;Гагарина проспект;Гагаріна проспект;14а
11037;Гагарина проспект;Гагаріна проспект;14/1
11038;Гагарина проспект;Гагаріна проспект;15
11039;Гагарина проспект;Гагаріна проспект;15/1
11040;Гагарина проспект;Гагаріна проспект;16
11041;Гагарина проспект;Гагаріна проспект;16/1
11042;Гагарина проспект;Гагаріна проспект;16/2
11043;Гагарина проспект;Гагаріна проспект;16/3
11044;Гагарина проспект;Гагаріна проспект;16/4
11045;Гагарина проспект;Гагаріна проспект;16/5
11046;Гагарина проспект;Гагаріна проспект;19
11047;Гагарина проспект;Гагаріна проспект;19 стр
11048;Гагарина проспект;Гагаріна проспект;19а
11049;Гагарина проспект;Гагаріна проспект;19Б
11050;Гагарина проспект;Гагаріна проспект;19/1
11051;Гагарина проспект;Гагаріна проспект;19/2
11052;Гагарина проспект;Гагаріна проспект;19/3
11053;Гагарина проспект;Гагаріна проспект;21
11054;Гагарина проспект;Гагаріна проспект;23
11055;Гагарина проспект;Гагаріна проспект;23 киоск
11056;Гагарина проспект;Гагаріна проспект;23а
11057;Гагарина проспект;Гагаріна проспект;23/1 киоск
11058;Гагарина проспект;Гагаріна проспект;23/2
11059;Гагарина проспект;Гагаріна проспект;23/2 киоск
11060;Гагарина проспект;Гагаріна проспект;23/3
11061;Гагарина проспект;Гагаріна проспект;23/4
11062;Гагарина проспект;Гагаріна проспект;23/4 киоск
11063;Гагарина проспект;Гагаріна проспект;23/5
11064;Гагарина проспект;Гагаріна проспект;25
11065;Гагарина проспект;Гагаріна проспект;27
11066;Гагарина проспект;Гагаріна проспект;27а
11067;Гагарина проспект;Гагаріна проспект;29
11068;Гагарина проспект;Гагаріна проспект;31
11069;Гагарина проспект;Гагаріна проспект;31/1
11070;Гагарина проспект;Гагаріна проспект;33ю
11071;Гагаринское Плато;Гагарінське Плато;1
11072;Гагаринское Плато;Гагарінське Плато;1 к1
11073;Гагаринское Плато;Гагарінське Плато;1 к2
11074;Гагаринское Плато;Гагарінське Плато;1 к3
11075;Гагаринское Плато;Гагарінське Плато;1 к4
11076;Гагаринское Плато;Гагарінське Плато;5
11077;Гагаринское Плато;Гагарінське Плато;5 к1
11078;Гагаринское Плато;Гагарінське Плато;5 к2
11079;Гагаринское Плато;Гагарінське Плато;5а к1
11080;Гагаринское Плато;Гагарінське Плато;5а к2
11081;Гагаринское Плато;Гагарінське Плато;5Б
11082;Гагаринское Плато;Гагарінське Плато;5Б к1
11083;Гагаринское Плато;Гагарінське Плато;5/1
11084;Гагаринское Плато;Гагарінське Плато;5/1Б стр
11085;Гагаринское Плато;Гагарінське Плато;5/2
11086;Гагаринское Плато;Гагарінське Плато;5/3
11087;Гагаринское Плато;Гагарінське Плато;5/4
11088;Гагаринское Плато;Гагарінське Плато;5/4 к1
11089;Гагаринское Плато;Гагарінське Плато;5/4 к2
11090;Гагаринское Плато;Гагарінське Плато;5/5
11091;Гагаринское Плато;Гагарінське Плато;7
11092;Гагаринское Плато;Гагарінське Плато;14
11093;Гагаринское Плато;Гагарінське Плато;31
11094;Газовый переулок;Газовий провулок;2
11095;Газовый переулок;Газовий провулок;4
11096;Газовый переулок;Газовий провулок;4а
11097;Газовый переулок;Газовий провулок;8
11098;Газовый переулок;Газовий провулок;8 к1
11099;Газовый переулок;Газовий провулок;10
11100;Газовый переулок;Газовий провулок;10/1
11101;Гайдара;Гайдара;1
11102;Гайдара;Гайдара;1/1
11103;Гайдара;Гайдара;1/1 киоск
11104;Гайдара;Гайдара;1/2
11105;Гайдара;Гайдара;1/2 киоск
11106;Гайдара;Гайдара;1/3
11107;Гайдара;Гайдара;3
11108;Гайдара;Гайдара;3а
11109;Гайдара;Гайдара;3Б
11110;Гайдара;Гайдара;3/1
11111;Гайдара;Гайдара;3/3
11112;Гайдара;Гайдара;5
11113;Гайдара;Гайдара;5а
11114;Гайдара;Гайдара;5/1
11115;Гайдара;Гайдара;5/2
11116;Гайдара;Гайдара;6
11117;Гайдара;Гайдара;6/1
11118;Гайдара;Гайдара;7
11119;Гайдара;Гайдара;7а
11120;Гайдара;Гайдара;8
11121;Гайдара;Гайдара;10
11122;Гайдара;Гайдара;11
11123;Гайдара;Гайдара;11а
11124;Гайдара;Гайдара;13
11125;Гайдара;Гайдара;13а
11126;Гайдара;Гайдара;13а к1
11127;Гайдара;Гайдара;13/1
11128;Гайдара;Гайдара;14
11129;Гайдара;Гайдара;14а
11130;Гайдара;Гайдара;15
11131;Гайдара;Гайдара;16
11132;Гайдара;Гайдара;16 киоск
11133;Гайдара;Гайдара;17
11134;Гайдара;Гайдара;18
11135;Гайдара;Гайдара;19
11136;Гайдара;Гайдара;20
11137;Гайдара;Гайдара;21
11138;Гайдара;Гайдара;21а
11139;Гайдара;Гайдара;22
11140;Гайдара;Гайдара;22/1
11141;Гайдара;Гайдара;23
11142;Гайдара;Гайдара;23/1
11143;Гайдара;Гайдара;24
11144;Гайдара;Гайдара;24а
11145;Гайдара;Гайдара;25
11146;Гайдара;Гайдара;26
11147;Гайдара;Гайдара;27
11148;Гайдара;Гайдара;29
11149;Гайдара;Гайдара;29а
11150;Гайдара;Гайдара;30
11151;Гайдара;Гайдара;30а
11152;Гайдара;Гайдара;31
11153;Гайдара;Гайдара;31а
11154;Гайдара;Гайдара;32
11155;Гайдара;Гайдара;32/1 киоск
11156;Гайдара;Гайдара;33
11157;Гайдара;Гайдара;33а
11158;Гайдара;Гайдара;34
11159;Гайдара;Гайдара;35
11160;Гайдара;Гайдара;37
11161;Гайдара;Гайдара;37а
11162;Гайдара;Гайдара;38
11163;Гайдара;Гайдара;38а
11164;Гайдара;Гайдара;39
11165;Гайдара;Гайдара;39/1
11166;Гайдара;Гайдара;40
11167;Гайдара;Гайдара;41
11168;Гайдара;Гайдара;41а
11169;Гайдара;Гайдара;41/2
11170;Гайдара;Гайдара;42/1 киоск
11171;Гайдара;Гайдара;42/2 киоск
11172;Гайдара;Гайдара;42/44
11173;Гайдара;Гайдара;46
11174;Гайдара;Гайдара;46/1
11175;Гайдара;Гайдара;48
11176;Гайдара;Гайдара;50
11177;Гайдара;Гайдара;50/1
11178;Гайдара;Гайдара;52
11179;Гайдара;Гайдара;54
11180;Гайдара;Гайдара;58
11181;Гайдара;Гайдара;58/1
11182;Гайдара;Гайдара;58/2
11183;Гайдара;Гайдара;60
11184;Гайдара;Гайдара;62
11185;Гайдара;Гайдара;64
11186;Гайдара;Гайдара;66
11187;Гайдара;Гайдара;68
11188;Гайдара;Гайдара;70
11189;Гайдара;Гайдара;72
11190;Гайдара;Гайдара;74
11191;Гайдара;Гайдара;74а
11192;Гайдара;Гайдара;74Б
11193;Гайдара;Гайдара;74в
11194;Гайдара;Гайдара;76
11195;Гайдара;Гайдара;76/1
11235;Гаражный кооператив Ветеран (Киевский);Гаражний кооператив Ветеран (Київський);4
11236;Гаражный кооператив Комби;Гаражний кооператив Комбі;98
11237;Гаражный кооператив Комби;Гаражний кооператив Комбі;100
11238;Гаражный кооператив Комби;Гаражний кооператив Комбі;102
11239;Гаражный кооператив Комби-2;Гаражний кооператив Комбі-2;12
11240;Гаражный кооператив Союз;Гаражний кооператив Союз;1
11241;Гаражный кооператив Союз;Гаражний кооператив Союз;2
11242;Гаражный кооператив Союз;Гаражний кооператив Союз;3
11243;Гаражный кооператив Союз;Гаражний кооператив Союз;4
11244;Гаражный кооператив Союз;Гаражний кооператив Союз;5
11245;Гаражный кооператив Союз;Гаражний кооператив Союз;6
11246;Гаражный кооператив Союз;Гаражний кооператив Союз;7
11247;Гаражный кооператив Союз;Гаражний кооператив Союз;8
11248;Гаражный кооператив Союз;Гаражний кооператив Союз;9
11249;Гаражный кооператив Союз;Гаражний кооператив Союз;10
11250;Гаражный кооператив Союз;Гаражний кооператив Союз;11
11251;Гаражный кооператив Союз;Гаражний кооператив Союз;12
11252;Гаражный кооператив Союз;Гаражний кооператив Союз;13
11253;Гаражный кооператив Союз;Гаражний кооператив Союз;14
11254;Гаражный кооператив Союз;Гаражний кооператив Союз;15
11255;Гаражный кооператив Союз;Гаражний кооператив Союз;16
11256;Гаражный кооператив Союз;Гаражний кооператив Союз;17
11257;Гаражный кооператив Союз;Гаражний кооператив Союз;18
11258;Гаражный кооператив Союз;Гаражний кооператив Союз;21
11259;Гаражный кооператив Юность;Гаражний кооператив Юність;4
11260;Гарина;Гаріна;2
11261;Гарина;Гаріна;3
11262;Гарина;Гаріна;4
11263;Гарина;Гаріна;5
11264;Гарина;Гаріна;6
11265;Гарина;Гаріна;7
11266;Гарина;Гаріна;8
11267;Гарина;Гаріна;9
11268;Гарина;Гаріна;10
11269;Гарина;Гаріна;11
11270;Гарина;Гаріна;12
11271;Гарина;Гаріна;12а
11272;Гарина;Гаріна;13
11273;Гарина;Гаріна;15
11274;Гарина;Гаріна;17
11275;Гарина;Гаріна;18
11276;Гарина;Гаріна;19
11277;Гарина;Гаріна;20
11278;Гарина;Гаріна;21
11279;Гарина;Гаріна;22
11280;Гарина;Гаріна;23
11281;Гарина;Гаріна;24
11282;Гарина;Гаріна;26
11283;Гарина;Гаріна;27
11284;Гарина;Гаріна;29
11285;Гарина;Гаріна;29а
11286;Гарина;Гаріна;29Б
11287;Гарина;Гаріна;31
11288;Гарина;Гаріна;32
11289;Гарина;Гаріна;32а
11290;Гарина;Гаріна;33
11291;Гарина;Гаріна;33а
11292;Гарина;Гаріна;33Б
11293;Гарина;Гаріна;35
11294;Гарина;Гаріна;37
11295;Гарина;Гаріна;39
11296;Гарина;Гаріна;41
11303;Гаршина;Гаршина;1
11304;Гаршина;Гаршина;1а
11305;Гаршина;Гаршина;1Б
11306;Гаршина;Гаршина;1Б/1
11307;Гаршина;Гаршина;1/1
11308;Гаршина;Гаршина;1/2
11309;Гаршина;Гаршина;1/4
11310;Гаршина;Гаршина;2
11311;Гаршина;Гаршина;3
11312;Гаршина;Гаршина;3/1
11313;Гаршина;Гаршина;3/3
11314;Гаршина;Гаршина;4
11315;Гаршина;Гаршина;5а
11316;Гаршина;Гаршина;5а/3
11317;Гаршина;Гаршина;6
11318;Гаршина;Гаршина;7
11319;Гаршина;Гаршина;7а
11320;Гаршина;Гаршина;7Б
11321;Гаршина;Гаршина;7/1
11322;Гаршина;Гаршина;7/2
11323;Гаршина;Гаршина;7/3
11324;Гаршина;Гаршина;7/4
11325;Гаршина;Гаршина;7/5
11326;Гаршина;Гаршина;7/6
11327;Гаршина;Гаршина;7/7
11328;Гаршина;Гаршина;7/8
11329;Гаршина;Гаршина;7/9
11330;Гаршина;Гаршина;7/10
11331;Гаршина;Гаршина;7/11
11332;Гаршина;Гаршина;7/12
11333;Гаршина;Гаршина;7/14
11334;Гаршина;Гаршина;7/16
11335;Гаршина;Гаршина;7/18
11336;Гаршина;Гаршина;8
11337;Гаршина;Гаршина;9
11338;Гаршина;Гаршина;9а
11339;Гаршина;Гаршина;9/1
11340;Гаршина;Гаршина;9/2
11341;Гаршина;Гаршина;10
11342;Гаршина;Гаршина;11
11343;Гаршина;Гаршина;11/1
11344;Гаршина;Гаршина;11/2
11345;Гаршина;Гаршина;11/3
11346;Гаршина;Гаршина;11/4
11347;Гаршина;Гаршина;11/5
11348;Гаршина;Гаршина;11/6
11349;Гаршина;Гаршина;11/7
11350;Гаршина;Гаршина;11/8
11351;Гаршина;Гаршина;12
11352;Гаршина;Гаршина;12/1
11353;Гаршина;Гаршина;13
11354;Гаршина;Гаршина;13а
11355;Гаршина;Гаршина;13/1
11356;Гаршина;Гаршина;13/2
11357;Гаршина;Гаршина;13/3
11358;Гаршина;Гаршина;13/4
11359;Гаршина;Гаршина;13/5
11360;Гаршина;Гаршина;13/6
11361;Гаршина;Гаршина;13/7
11362;Гаршина;Гаршина;13/8
11363;Гаршина;Гаршина;13/10
11364;Гаршина;Гаршина;14
11365;Гаршина;Гаршина;14а
11366;Гаршина;Гаршина;14Б
11367;Гаршина;Гаршина;14в
11368;Гаршина;Гаршина;14/1
11369;Гаршина;Гаршина;14/2
11370;Гаршина;Гаршина;15
11371;Гаршина;Гаршина;15а
11372;Гаршина;Гаршина;15/1
11373;Гаршина;Гаршина;15/2
11374;Гаршина;Гаршина;15/3
11375;Гаршина;Гаршина;15/4
11376;Гаршина;Гаршина;16
11377;Гаршина;Гаршина;16/1
11378;Гаршина;Гаршина;16/2
11379;Гаршина;Гаршина;16/18
11380;Гаршина;Гаршина;17
11381;Гаршина;Гаршина;17а
11382;Гаршина;Гаршина;18
11383;Гаршина;Гаршина;18/1
11384;Гаршина;Гаршина;20
11385;Гаршина;Гаршина;20/1
11386;Гаршина;Гаршина;20/2
11387;Гаршина;Гаршина;20/3
11388;Гаршина;Гаршина;20/22
11389;Гаршина;Гаршина;22
11390;Гаршина;Гаршина;22а
11391;Гаршина;Гаршина;24
11392;Гаршина;Гаршина;26
11393;Гаршина;Гаршина;28
11394;Гаршина;Гаршина;30
11395;Гаршина переулок;Гаршина провулок;3а
11396;Гаршина переулок;Гаршина провулок;3Б
11397;Гаршина переулок;Гаршина провулок;3в
11398;Гаршина переулок;Гаршина провулок;3г
11399;Гаршина переулок;Гаршина провулок;3д
11400;Гаршина переулок;Гаршина провулок;3е
11401;Гаршина переулок;Гаршина провулок;3ж
11402;Гаршина переулок;Гаршина провулок;3з
11403;Гаршина переулок;Гаршина провулок;3/1
11404;Гаршина переулок;Гаршина провулок;3/2
11405;Гаршина переулок;Гаршина провулок;4
11406;Гаршина переулок;Гаршина провулок;5
11407;Гаршина переулок;Гаршина провулок;5/3
11408;Гаршина переулок;Гаршина провулок;6
11409;Гаршина переулок;Гаршина провулок;8
11410;Гаршина переулок;Гаршина провулок;10
11411;Гаршина переулок;Гаршина провулок;12
11412;Гаршина переулок;Гаршина провулок;14
11413;Гаршина переулок;Гаршина провулок;16
11414;Гаршина переулок;Гаршина провулок;16а
11415;Гаршина переулок;Гаршина провулок;16Б
11416;Гаршина переулок;Гаршина провулок;18
11417;Гаршина переулок;Гаршина провулок;20
11418;Гаршина переулок;Гаршина провулок;22
11419;Гаршина переулок;Гаршина провулок;22а
11420;Гаршина переулок;Гаршина провулок;22Б
11421;Гастелло;Гастелло;1
11422;Гастелло;Гастелло;1а
11423;Гастелло;Гастелло;1а дом
11424;Гастелло;Гастелло;1Б
11425;Гастелло;Гастелло;1в
11426;Гастелло;Гастелло;1з
11427;Гастелло;Гастелло;2
11428;Гастелло;Гастелло;2а
11429;Гастелло;Гастелло;2Б
11430;Гастелло;Гастелло;2в
11431;Гастелло;Гастелло;2г
11432;Гастелло;Гастелло;2д
11433;Гастелло;Гастелло;3
11434;Гастелло;Гастелло;3а
11435;Гастелло;Гастелло;4
11436;Гастелло;Гастелло;4 дом
11437;Гастелло;Гастелло;5
11438;Гастелло;Гастелло;5а
11439;Гастелло;Гастелло;6
11440;Гастелло;Гастелло;6а
11441;Гастелло;Гастелло;7
11442;Гастелло;Гастелло;8
11443;Гастелло;Гастелло;8а
11444;Гастелло;Гастелло;9
11445;Гастелло;Гастелло;9а
11446;Гастелло;Гастелло;10
11447;Гастелло;Гастелло;11
11448;Гастелло;Гастелло;12
11449;Гастелло;Гастелло;12а
11450;Гастелло;Гастелло;13
11451;Гастелло;Гастелло;14
11452;Гастелло;Гастелло;14а
11453;Гастелло;Гастелло;15
11454;Гастелло;Гастелло;16
11455;Гастелло;Гастелло;16а
11456;Гастелло;Гастелло;17
11457;Гастелло;Гастелло;18
11458;Гастелло;Гастелло;19
11459;Гастелло;Гастелло;20
11460;Гастелло;Гастелло;21
11461;Гастелло;Гастелло;22
11462;Гастелло;Гастелло;22а
11463;Гастелло;Гастелло;22Б
11464;Гастелло;Гастелло;23
11465;Гастелло;Гастелло;23а
11466;Гастелло;Гастелло;24
11467;Гастелло;Гастелло;25
11468;Гастелло;Гастелло;25а
11469;Гастелло;Гастелло;26
11470;Гастелло;Гастелло;27
11471;Гастелло;Гастелло;28
11472;Гастелло;Гастелло;29
11473;Гастелло;Гастелло;30
11474;Гастелло;Гастелло;31
11475;Гастелло;Гастелло;32
11476;Гастелло;Гастелло;34
11477;Гастелло;Гастелло;39
11478;Гастелло;Гастелло;41
11479;Гастелло;Гастелло;43
11480;Гастелло;Гастелло;45
11481;Гастелло;Гастелло;47
11482;Гастелло;Гастелло;47а
11483;Гастелло;Гастелло;49
11484;Гастелло;Гастелло;50
11485;Гастелло;Гастелло;50а
11486;Гастелло;Гастелло;50Б
11487;Гастелло;Гастелло;50/1
11488;Гастелло;Гастелло;50/2
11489;Гастелло;Гастелло;50/3
11490;Гастелло;Гастелло;51
11491;Гастелло;Гастелло;51а
11492;Гастелло;Гастелло;52
